Ticker,Company Name,Exchange ,Sector,Industry,CEO,Issue Type
EWZS,iShares MSCI Brazil Small-Cap ETF,NASDAQ Global Market,,,,et
MCHI,iShares MSCI China ETF,NASDAQ Global Market,,,,et
ESGD,iShares MSCI EAFE ESG Optimized ETF,NASDAQ Global Market,,,,
SCZ,iShares MSCI EAFE Small-Cap ETF,NASDAQ Global Market,,,,et
ESGE,iShares MSCI EM ESG Optimized ETF,NASDAQ Global Market,,,,
EEMA,iShares MSCI Emerging Markets Asia ETF,NASDAQ Global Market,,,,et
EMXC,iShares MSCI Emerging Markets ex China ETF,NASDAQ Global Market,,,,
EUFN,iShares MSCI Europe Financials Sector Index Fund,NASDAQ Global Market,,,,et
IEUS,iShares MSCI Europe Small-Cap ETF,NASDAQ Global Market,,,,et
RING,iShares MSCI Global Gold Miners ETF,NASDAQ Global Market,,,,
MPCT,iShares MSCI Global Impact ETF,NASDAQ Global Market,,,,
ENZL,iShares MSCI New Zealand ETF,NASDAQ Global Market,,,,et
QAT,iShares MSCI Qatar ETF,NASDAQ Global Market,,,,
TUR,iShares MSCI Turkey ETF,NASDAQ Global Market,,,,et
UAE,iShares MSCI UAE ETF,NASDAQ Global Market,,,,
ESGU,iShares MSCI USA ESG Optimized ETF,NASDAQ Global Market,,,,
IBB,iShares Nasdaq Biotechnology Index Fund,NASDAQ Global Market,,,,et
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,NASDAQ Global Market,,,,et
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,NASDAQ Global Market,,,,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,NASDAQ Global Market,,,,et
ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ Global Market,,,,et
WOOD,iShares S&P Global Timber & Forestry Index Fund,NASDAQ Global Market,,,,et
INDY,iShares S&P India Nifty 50 Index Fund,NASDAQ Global Market,,,,et
IJT,iShares S&P Small-Cap 600 Growth ETF,NASDAQ Global Market,,,,et
DVY,iShares Select Dividend ETF,NASDAQ Global Market,,,,et
SHV,iShares Short Treasury Bond ETF,NASDAQ Global Market,,,,et
CRED,iShares U.S. Credit Bond ETF,NASDAQ Global Market,,,,et
PFF,iShares U.S. Preferred Stock ETF,NASDAQ Global Market,,,,et
ISRL,Isramco Inc.,NASDAQ Capital Market,Energy,Oil & Gas - E&P,Edy Francis / Haim Tsuff,cs
ITI,Iteris Inc.,NASDAQ Capital Market,Technology,Communication Equipment,,cs
ITRM,Iterum Therapeutics plc,NASDAQ Global Market,Healthcare,Biotechnology,,cs
ITRI,Itron Inc.,Nasdaq Global Select,Technology,Computer Hardware,Philip C. Mezey,cs
ITRN,Ituran Location and Control Ltd.,Nasdaq Global Select,Technology,Communication Equipment,Nir Sheratzky / Eyal Sheratzky,cs
ITUS,ITUS Corporation,NASDAQ Capital Market,Healthcare,Medical Diagnostics & Research,Amit Kumar,cs
IVENC,Ivy NextShares,NASDAQ Global Market,,,,
IVFGC,Ivy NextShares,NASDAQ Global Market,,,,
IVFVC,Ivy NextShares,NASDAQ Global Market,,,,
IZEA,IZEA Inc.,NASDAQ Capital Market,Technology,Online Media,Edward H. Murphy,cs
JJSF,J & J Snack Foods Corp.,Nasdaq Global Select,Consumer Defensive,Consumer Packaged Goods,Gerald B. Shreiber,cs
MAYS,J. W. Mays Inc.,NASDAQ Capital Market,Real Estate,Real Estate Services,Lloyd J. Shulman,cs
JBHT,J.B. Hunt Transport Services Inc.,Nasdaq Global Select,Industrials,Transportation & Logistics,John N. Roberts,cs
JCOM,j2 Global Inc.,Nasdaq Global Select,Technology,Application Software,Vivek Shah,cs
JASO,JA Solar Holdings Co. Ltd.,Nasdaq Global Select,Technology,Semiconductors,Baofang Jin,cs
JKHY,Jack Henry & Associates Inc.,Nasdaq Global Select,Industrials,Business Services,David B. Foss,cs
JACK,Jack In The Box Inc.,Nasdaq Global Select,Consumer Cyclical,Restaurants,Leonard A. Comma,cs
JAGX,Jaguar Health Inc.,NASDAQ Capital Market,,,,cs
JAKK,JAKKS Pacific Inc.,Nasdaq Global Select,Consumer Cyclical,Travel & Leisure,Stephen G. Berman,cs
JMBA,Jamba Inc.,NASDAQ Global Market,Consumer Cyclical,Restaurants,David A. Pace,cs
JRVR,James River Group Holdings Ltd.,Nasdaq Global Select,Financial Services,Insurance - Property & Casualty,Robert P. Myron,cs
JSML,Janus Henderson Small Cap Growth Alpha ETF,NASDAQ Global Market,,,,
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAQ Global Market,,,,
JASN,Jason Industries Inc.,NASDAQ Capital Market,Industrials,Industrial Products,Brian K. Kobylinski,cs
JASNW,,,,,,
JAZZ,Jazz Pharmaceuticals plc,Nasdaq Global Select,Healthcare,Biotechnology,Bruce C. Cozadd,cs
JD,JD.com Inc.,Nasdaq Global Select,Technology,Online Media,Qiangdong Richard Liu,cs
JSYN,Jensyn Acquistion Corp.,NASDAQ Capital Market,Industrials,Conglomerates,Jeffrey J. Raymond,cs
JSYNR,Jensyn Acquistion Corp. Rights,NASDAQ Capital Market,,,,
JSYNU,Jensyn Acquistion Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,Jeffrey J. Raymond,su
JSYNW,,,,,,
JRSH,Jerash Holdings (US) Inc.,NASDAQ Capital Market,Consumer Cyclical,Manufacturing - Apparel & Furniture,,cs
JBLU,JetBlue Airways Corporation,Nasdaq Global Select,Industrials,Airlines,Robin Hayes,cs
JTPY,JetPay Corporation,NASDAQ Capital Market,Technology,Application Software,Diane Faro,cs
JCTCF,Jewett-Cameron Trading Company,NASDAQ Capital Market,Basic Materials,Forest Products,Charlie Hopewell,cs
JMU,JMU Limited,NASDAQ Global Market,Consumer Cyclical,Retail - Apparel & Specialty,Xiaoxia Zhu,cs
JBSS,John B. Sanfilippo & Son Inc.,Nasdaq Global Select,Consumer Defensive,Consumer Packaged Goods,Jeffrey T. Sanfilippo,cs
JOUT,Johnson Outdoors Inc.,Nasdaq Global Select,Consumer Cyclical,Travel & Leisure,Helen P. Johnson-Leipold,cs
JNCE,Jounce Therapeutics Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Richard Murray,cs
JNP,Juniper Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,Drug Manufacturers,Alicia Secor,cs
KTWO,K2M Group Holdings Inc.,Nasdaq Global Select,Healthcare,Medical Devices,Eric D. Major,cs
KALU,Kaiser Aluminum Corporation,Nasdaq Global Select,Basic Materials,Metals & Mining,Jack A. Hockema,cs
KALA,Kala Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Mark Iwicki,cs
KALV,KalVista Pharmaceuticals Inc.,NASDAQ Global Market,Healthcare,Biotechnology,,cs
KMDA,Kamada Ltd.,Nasdaq Global Select,Healthcare,Biotechnology,Amir London,cs
KNDI,Kandi Technologies Group Inc.,Nasdaq Global Select,Consumer Cyclical,Autos,Xiaoming Hu,cs
KPTI,Karyopharm Therapeutics Inc.,Nasdaq Global Select,Healthcare,Drug Manufacturers,Michael G. Kauffman,cs
KAAC,Kayne Anderson Acquisition Corp.,NASDAQ Capital Market,Industrials,Conglomerates,Robert S. Purgason,cs
KAACU,Kayne Anderson Acquisition Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,Robert S. Purgason,su
KAACW,Kayne Anderson Acquisition Corp. Warrant,NASDAQ Capital Market,,,,
KZIA,Kazia Therapeutics Limited,NASDAQ Capital Market,Healthcare,Biotechnology,James Garner,cs
KBLM,KBL Merger Corp. IV,NASDAQ Capital Market,Industrials,Conglomerates,Marlene Krauss,cs
KBLMR,KBL Merger Corp. IV Right,NASDAQ Capital Market,,,,
KBLMU,KBL Merger Corp. IV Unit,NASDAQ Capital Market,Industrials,Conglomerates,Marlene Krauss,su
KBLMW,KBL Merger Corp. IV Warrant,NASDAQ Capital Market,,,,
KBSF,KBS Fashion Group Limited,NASDAQ Capital Market,Consumer Cyclical,Manufacturing - Apparel & Furniture,Keyan Yan,cs
KCAP,KCAP Financial Inc.,Nasdaq Global Select,Financial Services,Asset Management,Dayl W. Pearson,cs
KCAPL,KCAP Financial Inc. 6.125% Notes due 2022,Nasdaq Global Select,,,,
KRNY,Kearny Financial,Nasdaq Global Select,Financial Services,Banks,,cs
KELYA,Kelly Services Inc. Class A Common Stock,Nasdaq Global Select,Industrials,Employment Services,George S. Corona,cs
KELYB,Kelly Services Inc. Class B Common Stock,Nasdaq Global Select,Industrials,Employment Services,George S. Corona,cs
KMPH,KemPharm Inc.,NASDAQ Global Market,Healthcare,Biotechnology,,cs
KFFB,Kentucky First Federal Bancorp,NASDAQ Global Market,Financial Services,Banks,Don D. Jennings,cs
KERX,Keryx Biopharmaceuticals Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Jodie P. Morrison,cs
KEQU,Kewaunee Scientific Corporation,NASDAQ Global Market,Industrials,Industrial Products,David M. Rausch,cs
KTCC,Key Tronic Corporation,NASDAQ Global Market,Technology,Computer Hardware,Craig D. Gates,cs
KZR,Kezar Life Sciences Inc.,Nasdaq Global Select,Healthcare,Biotechnology,,cs
KFRC,Kforce Inc.,Nasdaq Global Select,Industrials,Employment Services,David L. Dunkel,cs
KE,Kimball Electronics Inc.,Nasdaq Global Select,Technology,Computer Hardware,Donald D. Charron,cs
KBAL,Kimball International Inc.,Nasdaq Global Select,Industrials,Industrial Products,Robert F. Schneider,cs
KIN,Kindred Biosciences Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Richard Chin,cs
KGJI,Kingold Jewelry Inc.,NASDAQ Capital Market,Consumer Cyclical,Retail - Apparel & Specialty,Zhihong Zhi Jia,cs
KINS,Kingstone Companies Inc,NASDAQ Capital Market,Financial Services,Brokers & Exchanges,Barry B. Goldstein,cs
KONE,Kingtone Wirelessinfo Solution Holding Ltd,NASDAQ Capital Market,Communication Services,Communication Services,Peng Zhang,cs
KNSA,Kiniksa Pharmaceuticals Ltd.,Nasdaq Global Select,Healthcare,Biotechnology,,cs
KNSL,Kinsale Capital Group Inc.,Nasdaq Global Select,Financial Services,Insurance - Property & Casualty,Michael P. Kehoe,cs
KIRK,Kirkland's Inc.,Nasdaq Global Select,Consumer Cyclical,Retail - Apparel & Specialty,Mike Cairnes,cs
KTOV,Kitov Pharma Ltd.,NASDAQ Capital Market,Healthcare,Biotechnology,Isaac Israel,cs
KTOVW,,,,,,
KLAC,KLA-Tencor Corporation,Nasdaq Global Select,Technology,Semiconductors,Richard P. Wallace,cs
KLXI,KLX Inc.,Nasdaq Global Select,Industrials,Aerospace & Defense,Amin J. Khoury,cs
KONA,Kona Grill Inc.,NASDAQ Global Market,Consumer Cyclical,Restaurants,Berke Bakay,cs
KOPN,Kopin Corporation,Nasdaq Global Select,Technology,Semiconductors,John C.C. Fan,cs
KRNT,Kornit Digital Ltd.,Nasdaq Global Select,Industrials,Industrial Products,Gabi Seligsohn,cs
KOSS,Koss Corporation,NASDAQ Capital Market,Technology,Computer Hardware,Michael J. Koss,cs
KWEB,KraneShares Trust CSI China Internet,NYSE Arca,,,,
KTOS,Kratos Defense & Security Solutions Inc.,Nasdaq Global Select,Industrials,Consulting & Outsourcing,Eric M. Demarco,cs
KRYS,Krystal Biotech Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Krish S. Krishnan,cs
KLIC,Kulicke and Soffa Industries Inc.,Nasdaq Global Select,Technology,Semiconductors,Fusen E. Chen,cs
KURA,Kura Oncology Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Troy E. Wilson,cs
KVHI,KVH Industries Inc.,Nasdaq Global Select,Technology,Communication Equipment,Martin A.Kits Van Heyningen,cs
FSTR,L.B. Foster Company,Nasdaq Global Select,Industrials,Transportation & Logistics,Robert P. Bauer,cs
LJPC,La Jolla Pharmaceutical Company,NASDAQ Capital Market,Healthcare,Biotechnology,George F. Tidmarsh,cs
LSBK,Lake Shore Bancorp Inc.,NASDAQ Global Market,Financial Services,Banks,Daniel P. Reininga,cs
LBAI,Lakeland Bancorp Inc.,Nasdaq Global Select,Financial Services,Banks,Thomas J. Shara,cs
LKFN,Lakeland Financial Corporation,Nasdaq Global Select,Financial Services,Banks,David M. Findlay,cs
LAKE,Lakeland Industries Inc.,NASDAQ Global Market,Healthcare,Medical Instruments & Equipment,Christopher J. Ryan,cs
LRCX,Lam Research Corporation,Nasdaq Global Select,Technology,Semiconductors,Martin B. Anstice,cs
LAMR,Lamar Advertising Company,Nasdaq Global Select,Real Estate,REITs,Sean E. Reilly,cs
LANC,Lancaster Colony Corporation,Nasdaq Global Select,Consumer Defensive,Consumer Packaged Goods,David Ciesinski,cs
LCA,Landcadia Holdings Inc.,NASDAQ Capital Market,Industrials,Conglomerates,Tilman J. Fertitta,cs
LCAHU,Landcadia Holdings Inc. Unit,NASDAQ Capital Market,Industrials,Conglomerates,Tilman J. Fertitta,su
LCAHW,Landcadia Holdings Inc. Warrant,NASDAQ Capital Market,,,,
LNDC,Landec Corporation,Nasdaq Global Select,Consumer Defensive,Consumer Packaged Goods,,cs
LARK,Landmark Bancorp Inc.,NASDAQ Global Market,Financial Services,Banks,Michael E. Scheopner,cs
LMRK,Landmark Infrastructure Partners LP,NASDAQ Global Market,Real Estate,Real Estate Services,Arthur P. Brazy,cs
LMRKN,Landmark Infrastructure Partners LP Preferred Stock,NASDAQ Global Market,Real Estate,Real Estate Services,Arthur P. Brazy,ps
LMRKO,Landmark Infrastructure Partners LP Preferred Units,NASDAQ Global Market,Real Estate,Real Estate Services,Arthur P. Brazy,ps
LMRKP,Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,NASDAQ Global Market,Real Estate,Real Estate Services,Arthur P. Brazy,ps
LE,Lands' End Inc.,NASDAQ Capital Market,Consumer Cyclical,Retail - Apparel & Specialty,Jerome Griffith,cs
LSTR,Landstar System Inc.,Nasdaq Global Select,Industrials,Transportation & Logistics,James B. Gattoni,cs
LNTH,Lantheus Holdings Inc.,NASDAQ Global Market,Healthcare,Medical Diagnostics & Research,Mary Anne Heino,cs
LTRX,Lantronix Inc.,NASDAQ Capital Market,Technology,Communication Equipment,Jeffrey W. Benck,cs
LSCC,Lattice Semiconductor Corporation,Nasdaq Global Select,Technology,Semiconductors,Darin G. Billerbeck,cs
LAUR,Laureate Education Inc.,Nasdaq Global Select,Consumer Defensive,Education,Eilif Serck-Hanssen,cs
LAWS,Lawson Products Inc.,Nasdaq Global Select,Industrials,Industrial Distribution,Michael G. DeCata,cs
LAZY,Lazydays Holdings Inc.,NASDAQ Capital Market,Consumer Cyclical,Autos,Julio A. Torres,cs
LCNB,LCNB Corporation,NASDAQ Capital Market,Financial Services,Banks,Steve P. Foster,cs
LBIX,Leading Brands Inc,NASDAQ Capital Market,Consumer Defensive,Beverages - Non-Alcoholic,Ralph D. Mcrae,cs
LPTX,Leap Therapeutics Inc.,NASDAQ Global Market,Healthcare,Biotechnology,Christopher K. Mirabelli,cs
LGCY,Legacy Reserves LP,Nasdaq Global Select,Energy,Oil & Gas - E&P,Paul T. Horne,cs
LGCYO,Legacy Reserves LP 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Nasdaq Global Select,Energy,Oil & Gas - E&P,Paul T. Horne,ps
LGCYP,Legacy Reserves LP 8% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Nasdaq Global Select,Energy,Oil & Gas - E&P,Paul T. Horne,ps
LTXB,LegacyTexas Financial Group Inc.,Nasdaq Global Select,Financial Services,Banks,Kevin J. Hanigan,cs
DDBI,Legg Mason Developed EX-US Diversified Core ETF,NASDAQ Global Market,,,,
EDBI,Legg Mason Emerging Markets Diversified Core ETF,NASDAQ Global Market,,,,
INFR,Legg Mason Global Infrastructure ETF,NASDAQ Global Market,,,,
LVHD,Legg Mason Low Volatility High Dividend ETF,NASDAQ Global Market,,,,
SQLV,Legg Mason Small-Cap Quality Value ETF,NASDAQ Global Market,,,,
UDBI,Legg Mason US Diversified Core ETF,NASDAQ Global Market,,,,
LACQ,Leisure Acquisition Corp.,NASDAQ Capital Market,Industrials,Conglomerates,Daniel B. Silvers,cs
LACQU,Leisure Acquisition Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,Daniel B. Silvers,su
LACQW,Leisure Acquisition Corp. Warrant,NASDAQ Capital Market,,,,
LMAT,LeMaitre Vascular Inc.,NASDAQ Global Market,Healthcare,Medical Instruments & Equipment,George W. Lemaitre,cs
TREE,LendingTree Inc.,Nasdaq Global Select,Financial Services,Banks,Douglas R. Lebda,cs
LEVL,Level One Bancorp Inc.,Nasdaq Global Select,Financial Services,Banks,Patrick J. Fehring,cs
LXRX,Lexicon Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Lonnel Coats,cs
LX,LexinFintech Holdings Ltd.,NASDAQ Global Market,Financial Services,Credit Services,Jay Wenjie Xiao,cs
LFAC,LF Capital Acquistion Corp.,NASDAQ Capital Market,Industrials,Conglomerates,,cs
LFACU,LF Capital Acquistion Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,,su
LFACW,LF Capital Acquistion Corp. Warrant,NASDAQ Capital Market,,,,
LGIH,LGI Homes Inc.,Nasdaq Global Select,Consumer Cyclical,Homebuilding & Construction,Eric Lipar,cs
LHCG,LHC Group,Nasdaq Global Select,Healthcare,Health Care Providers,Keith G. Myers,cs
LLIT,Lianluo Smart Limited,NASDAQ Capital Market,Healthcare,Medical Devices,Ping Chen,cs
LBRDA,Liberty Broadband Corporation Class A Common Stock,Nasdaq Global Select,Communication Services,Communication Services,Gregory B. Maffei,cs
LBRDK,Liberty Broadband Corporation,Nasdaq Global Select,Communication Services,Communication Services,Gregory B. Maffei,cs
LEXEA,Liberty Expedia Holdings Inc. Series A Common Stock,Nasdaq Global Select,Technology,Online Media,Christopher W. Shean,cs
LEXEB,Liberty Expedia Holdings Inc. Series B Common Stock,Nasdaq Global Select,Technology,Online Media,Christopher W. Shean,cs
LBTYA,Liberty Global plc Class A Ordinary Shares,Nasdaq Global Select,Communication Services,Communication Services,Michael T. Fries,cs
LBTYB,Liberty Global plc Class B Ordinary Shares,Nasdaq Global Select,Communication Services,Communication Services,Michael T. Fries,cs
LBTYK,Liberty Global plc,Nasdaq Global Select,Communication Services,Communication Services,Michael T. Fries,cs
LILA,Liberty Latin America Ltd.,Nasdaq Global Select,Communication Services,Communication Services,Balan Nair,cs
LILAK,Liberty Latin America Ltd.,Nasdaq Global Select,Communication Services,Communication Services,Balan Nair,cs
BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,Nasdaq Global Select,Consumer Cyclical,Travel & Leisure,,cs
BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,Nasdaq Global Select,Consumer Cyclical,Travel & Leisure,,cs
FWONA,Liberty Media Corporation Series A,Nasdaq Global Select,Consumer Cyclical,Entertainment,Gregory B. Maffei,cs
FWONK,Liberty Media Corporation Series C,Nasdaq Global Select,Consumer Cyclical,Entertainment,Gregory B. Maffei,cs
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,Nasdaq Global Select,Consumer Cyclical,Entertainment,Gregory B. Maffei,cs
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,Nasdaq Global Select,Consumer Cyclical,Entertainment,Gregory B. Maffei,cs
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,Nasdaq Global Select,Consumer Cyclical,Entertainment,Gregory B. Maffei,cs
TAX,Liberty Tax Inc.,Nasdaq Global Select,Consumer Cyclical,Personal Services,Nicole Ossenfort,cs
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,Nasdaq Global Select,Technology,Online Media,Gregory B. Maffei,cs
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,Nasdaq Global Select,Technology,Online Media,Gregory B. Maffei,cs
LPNT,LifePoint Health Inc.,Nasdaq Global Select,Healthcare,Health Care Providers,William F. Carpenter,cs
LCUT,Lifetime Brands Inc.,Nasdaq Global Select,Consumer Cyclical,Manufacturing - Apparel & Furniture,Robert B. Kay,cs
LFVN,Lifevantage Corporation,NASDAQ Capital Market,Consumer Defensive,Consumer Packaged Goods,Darren J. Jensen,cs
LWAY,Lifeway Foods Inc.,NASDAQ Global Market,Consumer Defensive,Consumer Packaged Goods,Julie Smolyansky,cs
LGND,Ligand Pharmaceuticals Incorporated,NASDAQ Global Market,Healthcare,Biotechnology,John L. Higgins,cs
LTBR,Lightbridge Corporation,NASDAQ Capital Market,Industrials,Business Services,Seth Grae,cs
LPTH,LightPath Technologies Inc.,NASDAQ Capital Market,Technology,Computer Hardware,J. James Gaynor,cs
LLEX,Lilis Energy Inc.,NYSE American,Energy,Oil & Gas - E&P,Ronald D. Ormand,cs
LMB,Limbach Holdings Inc.,NASDAQ Capital Market,Industrials,Engineering & Construction,Charles A. Bacon,cs
LLNW,Limelight Networks Inc.,Nasdaq Global Select,Technology,Online Media,Robert A. Lento,cs
LMST,Limestone Bancorp Inc.,NASDAQ Capital Market,Financial Services,Banks,John T. Taylor,cs
LMNR,Limoneira Co,Nasdaq Global Select,Consumer Defensive,Consumer Packaged Goods,Harold S. Edwards,cs
LINC,Lincoln Educational Services Corporation,Nasdaq Global Select,Consumer Defensive,Education,Scott M. Shaw,cs
LECO,Lincoln Electric Holdings Inc.,Nasdaq Global Select,Industrials,Industrial Products,Christopher L. Mapes,cs
